kills,deaths,assists,dragons,opp_dragons,elders,opp_elders,heralds,opp_heralds,barons,opp_barons,towers,opp_towers,inhibitors,opp_inhibitors,gold_diff,side
11,6,21,4,0,0,0,2,0,1,0,9,1,1,0,8.931,0
6,11,15,0,4,0,0,0,2,0,1,1,9,0,1,-8.931,1
6,11,13,1,2,0,0,1,0,0,1,3,8,0,1,-8.768,0
11,6,27,2,1,0,0,0,1,1,0,8,3,1,0,8.768,1
8,14,19,3,2,0,0,0,1,0,2,2,11,0,3,-12.559,0
14,8,28,2,3,0,0,1,0,2,0,11,2,3,0,12.559,1
1,13,2,1,3,0,0,0,2,0,1,0,9,0,1,-16.293,0
13,1,30,3,1,0,0,2,0,1,0,9,0,1,0,16.293,1
5,16,8,2,2,0,0,1,1,1,1,3,11,0,2,-6.667,0
16,5,43,2,2,0,0,1,1,1,1,11,3,2,0,6.667,1
18,7,50,5,2,1,0,1,1,2,0,9,5,1,0,13.598,0
7,18,20,2,5,0,1,1,1,0,2,5,9,0,1,-13.598,1
20,8,43,3,1,0,0,2,0,2,0,8,2,1,0,11.109,0
8,20,14,1,3,0,0,0,2,0,2,2,8,0,1,-11.109,1
14,9,31,4,2,0,0,2,0,1,0,10,3,2,0,10.783,0
9,14,22,2,4,0,0,0,2,0,1,3,10,0,2,-10.783,1
14,7,30,3,1,0,0,2,0,1,0,9,1,1,0,11.946,0
7,14,15,1,3,0,0,0,2,0,1,1,9,0,1,-11.946,1
20,15,49,3,1,0,0,2,0,1,0,10,1,2,0,8.973,0
15,20,36,1,3,0,0,0,2,0,1,1,10,0,2,-8.973,1
3,17,7,1,4,0,0,1,1,0,1,3,9,0,1,-10.463,0
17,3,36,4,1,0,0,1,1,1,0,9,3,1,0,10.463,1
10,18,20,2,3,0,0,2,0,0,1,5,10,0,2,-6.353,0
18,10,42,3,2,0,0,0,2,1,0,10,5,2,0,6.353,1
5,16,14,2,3,0,0,2,0,1,1,1,9,0,1,-9.156,0
16,5,50,3,2,0,0,0,2,1,1,9,1,1,0,9.156,1
5,13,15,1,3,0,0,1,1,0,1,2,10,0,2,-7.615,0
13,5,37,3,1,0,0,1,1,1,0,10,2,2,0,7.615,1
31,8,68,3,3,0,0,1,1,1,0,9,4,1,0,9.545,0
8,31,13,3,3,0,0,1,1,0,1,4,9,0,1,-9.545,1
12,6,23,4,1,0,0,2,0,1,0,10,0,2,0,12.97,0
6,12,11,1,4,0,0,0,2,0,1,0,10,0,2,-12.97,1
22,15,48,2,4,0,0,1,1,1,2,3,11,0,7,-4.221,0
15,22,34,4,2,0,0,1,1,2,1,11,3,7,0,4.221,1
16,10,39,3,3,0,0,1,1,0,1,9,6,1,0,2.907,0
10,16,13,3,3,0,0,1,1,1,0,6,9,0,1,-2.907,1
19,5,57,4,0,0,0,2,0,1,0,11,3,3,0,9.987,0
5,19,12,0,4,0,0,0,2,0,1,3,11,0,3,-9.987,1
13,19,21,1,4,0,0,2,0,1,1,4,7,0,1,-6.935,0
19,13,40,4,1,0,0,0,2,1,1,7,4,1,0,6.935,1
13,22,36,1,4,0,0,0,2,1,1,3,8,0,1,-9.041,0
22,13,71,4,1,0,0,2,0,1,1,8,3,1,0,9.041,1
11,26,21,2,4,0,0,1,1,1,2,5,11,0,2,-7.789,0
26,11,66,4,2,0,0,1,1,2,1,11,5,2,0,7.789,1
15,4,34,2,2,0,0,2,0,0,1,9,2,1,0,9.156,0
4,15,4,2,2,0,0,0,2,1,0,2,9,0,1,-9.156,1
17,8,43,1,3,0,0,1,1,1,1,7,3,1,0,7.002,0
8,17,9,3,1,0,0,1,1,1,1,3,7,0,1,-7.002,1
21,16,48,4,2,0,0,2,0,2,0,9,2,1,0,8.632,0
16,21,32,2,4,0,0,0,2,0,2,2,9,0,1,-8.632,1
10,2,21,3,1,0,0,2,0,0,0,7,1,1,0,7.986,0
2,10,2,1,3,0,0,0,2,0,0,1,7,0,1,-7.986,1
17,18,45,2,4,1,0,0,2,2,0,9,5,1,1,5.142,0
18,17,47,4,2,0,1,2,0,0,2,5,9,1,1,-5.142,1
7,23,17,0,4,0,0,2,0,0,1,3,10,0,2,-14.161,0
23,7,52,4,0,0,0,0,2,1,0,10,3,2,0,14.161,1
26,17,64,4,1,0,0,2,0,2,0,8,3,2,0,10.982,0
17,26,46,1,4,0,0,0,2,0,2,3,8,0,2,-10.982,1
7,19,18,1,4,0,0,1,1,0,3,2,11,0,4,-13.107,0
19,7,48,4,1,0,0,1,1,3,0,11,2,4,0,13.107,1
14,7,29,5,0,1,0,0,2,1,0,9,2,1,0,13.063,0
7,14,15,0,5,0,1,2,0,0,1,2,9,0,1,-13.063,1
17,10,40,2,2,0,0,1,1,1,0,10,1,2,0,9.789,0
10,17,20,2,2,0,0,1,1,0,1,1,10,0,2,-9.789,1
14,6,17,3,0,0,0,1,1,1,0,9,0,1,0,12.86,0
6,14,15,0,3,0,0,1,1,0,1,0,9,0,1,-12.86,1
5,20,12,1,1,0,0,0,2,0,0,1,7,0,1,-13.288,0
20,5,39,1,1,0,0,2,0,0,0,7,1,1,0,13.288,1
16,2,34,4,0,0,0,2,0,1,0,9,3,1,0,13.054,0
2,16,5,0,4,0,0,0,2,0,1,3,9,0,1,-13.054,1
10,5,23,3,1,0,0,1,1,1,0,9,5,2,1,4.868,0
5,10,9,1,3,0,0,1,1,0,1,5,9,1,2,-4.868,1
12,14,34,1,4,1,0,2,0,2,0,8,5,1,0,6.167,0
14,12,32,4,1,0,1,0,2,0,2,5,8,0,1,-6.167,1
18,7,47,4,1,0,0,2,0,1,0,10,2,1,0,10.355,0
7,18,17,1,4,0,0,0,2,0,1,2,10,0,1,-10.355,1
14,31,41,2,4,0,0,1,1,0,3,3,10,0,2,-11.71,0
31,14,64,4,2,0,0,1,1,3,0,10,3,2,0,11.71,1
11,18,12,2,4,0,0,2,0,1,1,4,11,0,3,-6.098,0
18,11,39,4,2,0,0,0,2,1,1,11,4,3,0,6.098,1
22,9,52,3,2,0,0,1,1,2,0,8,4,1,0,9.575,0
9,22,12,2,3,0,0,1,1,0,2,4,8,0,1,-9.575,1
0,6,0,1,4,0,0,0,2,0,1,2,8,0,1,-10.796,0
6,0,18,4,1,0,0,2,0,1,0,8,2,1,0,10.796,1
14,27,32,2,3,0,0,1,1,1,1,3,10,0,2,-7.344,0
27,14,62,3,2,0,0,1,1,1,1,10,3,2,0,7.344,1
17,11,46,3,1,0,0,2,0,1,0,10,4,2,0,4.055,0
11,17,29,1,3,0,0,0,2,0,1,4,10,0,2,-4.055,1
9,20,24,3,2,0,0,1,1,0,2,4,9,0,1,-11.774,0
19,9,47,2,3,0,0,1,1,2,0,9,4,1,0,11.774,1
20,5,42,4,1,0,0,2,0,2,0,11,3,3,0,14.681,0
5,20,7,1,4,0,0,0,2,0,2,3,11,0,3,-14.681,1
5,13,17,1,3,0,0,1,1,0,1,0,9,0,1,-10.965,0
13,5,24,3,1,0,0,1,1,1,0,9,0,1,0,10.965,1
18,12,38,1,3,0,0,1,1,1,0,8,3,1,0,8.215,0
12,18,24,3,1,0,0,1,1,0,1,3,8,0,1,-8.215,1
15,1,40,3,1,0,0,0,2,1,0,10,0,2,0,14.797,0
1,15,0,1,3,0,0,2,0,0,1,0,10,0,2,-14.797,1
3,10,7,0,4,0,0,2,0,1,1,5,8,0,1,-4.938,0
10,3,32,4,0,0,0,0,2,1,1,8,5,1,0,4.938,1
5,17,11,0,5,0,1,0,2,0,2,3,10,0,2,-13.91,0
17,5,40,5,0,1,0,2,0,2,0,10,3,2,0,13.91,1
6,2,15,4,0,0,0,2,0,1,0,11,0,3,0,14.119,0
2,6,3,0,4,0,0,0,2,0,1,0,11,0,3,-14.119,1
10,11,27,1,3,0,0,1,0,1,1,7,5,1,0,3.768,0
11,10,33,3,1,0,0,0,1,1,1,5,7,0,1,-3.768,1
6,17,13,4,0,0,0,1,1,0,1,0,7,0,1,-10.496,0
17,6,36,0,4,0,0,1,1,1,0,7,0,1,0,10.496,1
15,3,41,3,1,0,0,2,0,1,0,11,2,2,0,11.897,0
3,15,11,1,3,0,0,0,2,0,1,2,11,0,2,-11.897,1
20,10,60,1,4,1,0,1,1,1,1,8,6,1,0,9.794,0
10,20,31,4,1,0,1,1,1,1,1,6,8,0,1,-9.794,1
9,12,23,1,4,0,0,0,2,0,1,3,9,0,1,-8.325,0
12,10,37,4,1,0,0,2,0,1,0,9,3,1,0,8.325,1
13,16,23,4,1,0,0,1,1,1,1,10,3,2,0,3.524,0
16,13,29,1,4,0,0,1,1,1,1,3,10,0,2,-3.524,1
9,6,17,2,3,0,0,1,1,0,0,7,3,1,0,4.781,0
6,9,12,3,2,0,0,1,1,0,0,3,7,0,1,-4.781,1
9,5,24,3,1,0,0,2,0,1,0,7,3,1,0,8.109,0
5,9,15,1,3,0,0,0,2,0,1,3,7,0,1,-8.109,1
13,19,33,3,2,0,0,1,1,0,2,3,8,0,1,-9.684,0
19,14,53,2,3,0,0,1,1,2,0,8,3,1,0,9.684,1
10,1,20,5,0,1,0,2,0,1,1,11,0,4,0,17.652,0
1,10,2,0,5,0,1,0,2,1,1,0,11,0,4,-17.652,1
23,14,60,5,1,1,0,1,1,0,2,7,4,1,0,2.07,0
14,23,34,1,5,0,1,1,1,2,0,4,7,0,1,-2.07,1
15,5,31,4,0,0,0,2,0,1,0,10,1,3,0,13.036,0
5,15,8,0,4,0,0,0,2,0,1,1,10,0,3,-13.036,1
22,8,61,4,1,0,0,2,0,2,0,11,2,3,0,16.456,0
8,22,21,1,4,0,0,0,2,0,2,2,11,0,3,-16.456,1
33,27,74,2,5,0,1,1,1,3,1,11,10,6,3,3.748,0
27,33,59,5,2,1,0,1,1,1,3,10,11,3,6,-3.748,1
8,14,16,2,3,0,0,1,1,0,1,1,10,0,1,-9.483,0
14,8,36,3,2,0,0,1,1,1,0,10,1,1,0,9.483,1
15,13,33,2,4,2,0,2,0,1,1,10,8,2,2,7.883,0
13,15,32,4,2,0,2,0,2,1,1,8,10,2,2,-7.883,1
15,11,36,3,3,0,0,2,0,2,1,9,7,2,1,3.584,0
11,15,31,3,3,0,0,0,2,1,2,7,9,1,2,-3.584,1
21,7,52,4,0,0,0,1,1,1,0,11,3,3,0,10.109,0
7,21,18,0,4,0,0,1,1,0,1,3,11,0,3,-10.109,1
18,7,59,3,2,0,0,2,0,1,0,9,3,1,0,9.355,0
7,18,18,2,3,0,0,0,2,0,1,3,9,0,1,-9.355,1
11,17,28,1,3,0,0,0,2,0,2,3,11,0,3,-14.186,0
17,11,47,3,1,0,0,2,0,2,0,11,3,3,0,14.186,1
17,6,41,2,2,0,0,2,0,2,0,11,1,3,0,15.406,0
6,17,16,2,2,0,0,0,2,0,2,1,11,0,3,-15.406,1
20,5,39,4,0,0,0,2,0,1,0,9,2,1,0,13.011,0
5,20,9,0,4,0,0,0,2,0,1,2,9,0,1,-13.011,1
12,5,30,3,0,0,0,2,0,1,0,7,1,1,0,12.417,0
5,12,10,0,3,0,0,0,2,0,1,1,7,0,1,-12.417,1
15,11,37,4,0,0,0,0,2,0,1,1,9,0,1,-6.225,0
11,15,27,0,4,0,0,2,0,1,0,9,1,1,0,6.225,1
15,2,36,2,2,0,0,2,0,1,0,9,4,1,0,12.243,0
2,15,3,2,2,0,0,0,2,0,1,4,9,0,1,-12.243,1
4,17,9,1,5,0,1,0,2,0,3,2,9,0,1,-16.581,0
17,4,29,5,1,1,0,2,0,3,0,9,2,1,0,16.581,1
21,8,44,4,0,0,0,1,1,1,0,10,4,3,0,8.396,0
8,21,17,0,4,0,0,1,1,0,1,4,10,0,3,-8.396,1
12,6,27,2,1,0,0,1,1,0,0,9,1,1,0,10.611,0
6,12,15,1,2,0,0,1,1,0,0,1,9,0,1,-10.611,1
6,16,11,0,3,0,0,0,2,0,0,2,9,0,1,-9.849,0
16,6,29,3,0,0,0,2,0,0,0,9,2,1,0,9.849,1
23,11,55,4,1,0,0,2,0,2,0,10,3,1,0,14.557,0
11,23,23,1,4,0,0,0,2,0,2,3,10,0,1,-14.557,1
8,22,20,1,4,0,0,1,1,1,2,5,10,0,5,-2.366,0
22,8,60,4,1,0,0,1,1,2,1,10,5,5,0,2.366,1
20,13,43,4,1,0,0,0,2,1,1,9,6,1,1,9.144,0
12,20,29,1,4,0,0,2,0,1,1,6,9,1,1,-9.144,1
15,23,30,4,1,0,0,2,0,0,2,2,11,0,4,-4.169,0
23,15,52,1,4,0,0,0,2,2,0,11,2,4,0,4.169,1
9,21,23,1,4,0,0,1,1,0,1,3,10,0,2,-10.466,0
21,9,53,4,1,0,0,1,1,1,0,10,3,2,0,10.466,1
6,14,12,1,4,0,0,1,1,0,1,3,9,0,2,-9.739,0
14,6,32,4,1,0,0,1,1,1,0,9,3,2,0,9.739,1
16,21,30,3,3,0,0,1,1,1,2,8,10,1,2,-1.14,0
21,16,48,3,3,0,0,1,1,2,1,10,8,2,1,1.14,1
19,8,42,3,3,0,0,1,1,2,0,11,3,4,0,13.03,0
8,19,19,3,3,0,0,1,1,0,2,3,11,0,4,-13.03,1
25,18,63,3,1,0,0,1,1,2,0,9,4,1,0,6.006,0
18,25,34,1,3,0,0,1,1,0,2,4,9,0,1,-6.006,1
26,7,69,4,1,0,0,1,1,1,0,8,4,1,0,11.766,0
7,26,20,1,4,0,0,1,1,0,1,4,8,0,1,-11.766,1
11,33,22,0,4,0,0,0,2,0,1,3,11,0,3,-13.913,0
33,11,50,4,0,0,0,2,0,1,0,11,3,3,0,13.913,1
1,17,1,0,4,0,0,0,2,0,1,1,9,0,1,-15.157,0
17,1,37,4,0,0,0,2,0,1,0,9,1,1,0,15.157,1
18,18,50,2,4,0,0,2,0,0,2,4,11,0,4,-4.396,0
18,19,41,4,2,0,0,0,2,2,0,11,4,4,0,4.396,1
23,8,67,4,1,0,0,2,0,2,0,11,2,2,0,15.344,0
8,23,20,1,4,0,0,0,2,0,2,2,11,0,2,-15.344,1
5,18,13,1,4,0,0,1,1,0,2,3,10,0,2,-12.857,0
18,5,51,4,1,0,0,1,1,2,0,10,3,2,0,12.857,1
13,25,40,1,5,0,1,1,1,1,2,3,9,0,1,-9.185,0
25,13,53,5,1,1,0,1,1,2,1,9,3,1,0,9.185,1
4,12,8,0,4,0,0,2,0,0,2,5,9,0,2,-6.957,0
12,4,33,4,0,0,0,0,2,2,0,9,5,2,0,6.957,1
3,17,4,1,1,0,0,0,2,0,1,1,9,0,1,-12.521,0
17,3,42,1,1,0,0,2,0,1,0,9,1,1,0,12.521,1
10,4,24,4,1,0,0,2,0,1,0,10,2,2,0,8.779,0
4,10,6,1,4,0,0,0,2,0,1,2,10,0,2,-8.779,1
23,8,65,5,0,1,0,2,0,2,0,11,2,4,0,10.997,0
8,23,18,0,5,0,1,0,2,0,2,2,11,0,4,-10.997,1
14,19,32,0,5,0,1,2,0,1,1,8,8,2,2,-3.862,0
19,14,59,5,0,1,0,0,2,1,1,8,8,2,2,3.862,1
16,10,36,4,3,0,0,2,0,1,2,8,9,1,3,5.527,0
10,16,26,3,4,0,0,0,2,2,1,9,8,3,1,-5.527,1
14,7,42,4,0,0,0,1,1,1,0,9,3,1,0,5.89,0
7,14,16,0,4,0,0,1,1,0,1,3,9,0,1,-5.89,1
15,5,34,3,4,0,0,1,0,1,1,7,5,1,0,5.585,0
5,15,12,4,3,0,0,0,1,1,1,5,7,0,1,-5.585,1
0,7,0,0,4,0,0,2,0,0,1,1,10,0,1,-15.358,0
7,0,20,4,0,0,0,0,2,1,0,10,1,1,0,15.358,1
19,11,45,4,3,0,0,2,0,3,0,10,3,2,0,11.531,0
11,19,35,3,4,0,0,0,2,0,3,3,10,0,2,-11.531,1
15,8,40,5,0,1,0,2,0,1,0,8,2,1,0,9.149,0
8,15,20,0,5,0,1,0,2,0,1,2,8,0,1,-9.149,1
6,14,13,2,3,0,0,1,1,0,1,1,10,0,1,-6.464,0
14,6,41,3,2,0,0,1,1,1,0,10,1,1,0,6.464,1
17,4,37,4,1,0,0,1,1,1,0,9,2,2,0,9.335,0
4,17,10,1,4,0,0,1,1,0,1,2,9,0,2,-9.335,1
7,12,16,3,2,0,0,1,1,0,2,3,8,0,1,-10.122,0
12,7,29,2,3,0,0,1,1,2,0,8,3,1,0,10.122,1
6,14,8,0,4,0,0,2,0,0,1,4,9,0,2,-6.574,0
14,6,36,4,0,0,0,0,2,1,0,9,4,2,0,6.574,1
18,7,48,1,3,0,0,2,0,2,0,11,3,3,0,10.718,0
7,18,18,3,1,0,0,0,2,0,2,3,11,0,3,-10.718,1
9,21,18,2,2,0,0,0,2,0,1,3,7,0,1,-9.216,0
21,9,48,2,2,0,0,2,0,1,0,7,3,1,0,9.216,1
13,11,37,3,2,0,0,2,0,1,0,9,1,1,0,11.009,0
11,13,34,2,3,0,0,0,2,0,1,1,9,0,1,-11.009,1
7,21,18,0,4,0,0,0,2,0,2,3,10,0,2,-14.837,0
21,7,49,4,0,0,0,2,0,2,0,10,3,2,0,14.837,1
15,15,44,3,2,0,0,2,0,2,0,9,2,2,0,7.391,0
14,15,39,2,3,0,0,0,2,0,2,2,9,0,2,-7.391,1
26,14,67,5,0,1,0,1,1,1,0,10,2,2,0,12.878,0
14,26,29,0,5,0,1,1,1,0,1,2,10,0,2,-12.878,1
33,6,77,4,1,0,0,2,0,1,2,9,3,1,0,16.691,0
6,33,9,1,4,0,0,0,2,2,1,3,9,0,1,-16.691,1
13,5,35,3,2,0,0,1,1,1,1,7,2,1,0,3.195,0
5,13,7,2,3,0,0,1,1,1,1,2,7,0,1,-3.195,1
10,9,30,1,3,0,0,1,1,1,0,7,6,1,0,1.445,0
9,10,19,3,1,0,0,1,1,0,1,6,7,0,1,-1.445,1
5,25,12,2,2,0,0,1,1,0,1,2,10,0,2,-15.449,0
25,6,74,2,2,0,0,1,1,1,0,10,2,2,0,15.449,1
6,22,16,2,4,0,0,2,0,1,2,4,9,0,1,-11.407,0
22,6,52,4,2,0,0,0,2,2,1,9,4,1,0,11.407,1
9,19,24,2,4,0,0,1,1,0,2,3,11,0,4,-10.74,0
19,9,41,4,2,0,0,1,1,2,0,11,3,4,0,10.74,1
12,9,30,1,2,0,0,1,1,1,0,9,4,2,0,4.424,0
9,12,19,2,1,0,0,1,1,0,1,4,9,0,2,-4.424,1
19,14,62,2,3,0,0,1,1,2,0,9,4,2,0,6.204,0
14,19,26,3,2,0,0,1,1,0,2,4,9,0,2,-6.204,1
16,9,35,4,0,0,0,1,1,1,0,11,2,3,0,8.342,0
9,16,14,0,4,0,0,1,1,0,1,2,11,0,3,-8.342,1
6,13,12,0,4,0,0,2,0,0,1,5,8,0,2,-7.038,0
13,6,32,4,0,0,0,0,2,1,0,8,5,2,0,7.038,1
24,9,47,4,0,0,0,2,0,1,1,10,3,2,0,13.119,0
9,24,17,0,4,0,0,0,2,1,1,3,10,0,2,-13.119,1
22,6,58,2,1,0,0,2,0,2,0,9,2,1,0,14.833,0
6,22,7,1,2,0,0,0,2,0,2,2,9,0,1,-14.833,1
9,24,22,3,1,0,0,0,2,0,1,2,9,0,1,-12.424,0
24,9,60,1,3,0,0,2,0,1,0,9,2,1,0,12.424,1
20,16,55,3,3,0,0,0,2,2,1,9,6,2,0,6.104,0
16,20,33,3,3,0,0,2,0,1,2,6,9,0,2,-6.104,1
14,5,41,4,0,0,0,1,1,1,0,10,1,2,0,12.67,0
5,14,16,0,4,0,0,1,1,0,1,1,10,0,2,-12.67,1
14,4,25,4,0,0,0,0,2,1,0,9,1,1,0,9.332,0
4,14,3,0,4,0,0,2,0,0,1,1,9,0,1,-9.332,1
6,16,15,0,4,0,0,0,2,0,2,1,10,0,2,-14.32,0
16,6,33,4,0,0,0,2,0,2,0,10,1,2,0,14.32,1
17,28,36,1,4,0,0,1,1,0,2,5,8,0,1,-9.556,0
28,18,64,4,1,0,0,1,1,2,0,8,5,1,0,9.556,1
5,26,8,1,2,0,0,0,2,0,1,2,9,0,2,-15.489,0
26,5,58,2,1,0,0,2,0,1,0,9,2,2,0,15.489,1
26,9,76,4,0,0,0,2,0,1,0,9,2,2,0,13.752,0
9,26,21,0,4,0,0,0,2,0,1,2,9,0,2,-13.752,1
11,23,25,0,4,0,0,1,1,0,1,2,9,0,1,-9.598,0
23,11,46,4,0,0,0,1,1,1,0,9,2,1,0,9.598,1
16,7,38,2,3,0,0,1,1,1,0,9,2,1,0,9.961,0
7,16,22,3,2,0,0,1,1,0,1,2,9,0,1,-9.961,1
16,8,32,2,2,0,0,1,1,1,1,10,3,2,0,8.454,0
8,16,22,2,2,0,0,1,1,1,1,3,10,0,2,-8.454,1
38,27,99,4,1,0,0,2,0,1,1,8,8,2,1,4.758,0
27,39,64,1,4,0,0,0,2,1,1,8,8,1,2,-4.758,1
22,10,50,3,2,0,0,1,1,1,0,11,1,2,0,14.854,0
10,22,19,2,3,0,0,1,1,0,1,1,11,0,2,-14.854,1
12,19,27,0,3,0,0,0,2,0,1,0,11,0,3,-13.555,0
18,12,35,3,0,0,0,2,0,1,0,11,0,3,0,13.555,1
11,29,22,1,5,0,1,2,0,2,1,4,11,0,3,-15.142,0
29,11,84,5,1,1,0,0,2,1,2,11,4,3,0,15.142,1
13,28,35,1,4,0,0,1,1,0,2,3,11,0,5,-10.138,0
28,13,82,4,1,0,0,1,1,2,0,11,3,5,0,10.138,1
7,16,14,4,0,0,0,1,1,0,1,5,7,0,1,-5.695,0
16,7,32,0,4,0,0,1,1,1,0,7,5,1,0,5.695,1
17,4,32,2,0,0,0,2,0,0,0,9,0,2,0,14.191,0
4,17,5,0,2,0,0,0,2,0,0,0,9,0,2,-14.191,1
12,14,21,1,4,0,0,0,2,0,2,5,10,0,2,-7.286,0
14,12,34,4,1,0,0,2,0,2,0,10,5,2,0,7.286,1
11,0,21,4,1,0,0,2,0,1,0,10,7,2,1,6.595,0
0,11,0,1,4,0,0,0,2,0,1,7,10,1,2,-6.595,1
9,24,19,2,3,0,0,0,2,0,2,3,9,0,1,-10.427,0
23,9,57,3,2,0,0,2,0,2,0,9,3,1,0,10.427,1
19,9,55,4,1,0,0,1,1,2,0,7,5,1,0,2.947,0
9,19,22,1,4,0,0,1,1,0,2,5,7,0,1,-2.947,1
20,8,54,3,1,0,0,1,1,1,0,8,2,1,0,11.977,0
8,20,15,1,3,0,0,1,1,0,1,2,8,0,1,-11.977,1
15,10,28,2,3,0,0,2,0,2,0,10,5,2,0,8.555,0
9,15,15,3,2,0,0,0,2,0,2,5,10,0,2,-8.555,1
11,25,23,0,4,0,0,1,1,0,1,2,9,0,1,-10.047,0
25,11,53,4,0,0,0,1,1,1,0,9,2,1,0,10.047,1
22,6,34,4,0,0,0,2,0,2,0,10,3,3,0,14.069,0
6,22,12,0,4,0,0,0,2,0,2,3,10,0,3,-14.069,1
16,8,29,3,1,0,0,1,1,1,0,7,2,1,0,7.482,0
8,16,19,1,3,0,0,1,1,0,1,2,7,0,1,-7.482,1
5,21,10,0,4,0,0,0,2,0,2,1,11,0,4,-14.673,0
21,5,52,4,0,0,0,2,0,2,0,11,1,4,0,14.673,1
23,11,47,4,0,0,0,1,1,1,0,9,1,1,0,11.289,0
11,23,24,0,4,0,0,1,1,0,1,1,9,0,1,-11.289,1
18,8,36,4,1,0,0,0,2,3,0,10,2,2,0,11.655,0
8,18,16,1,4,0,0,2,0,0,3,2,10,0,2,-11.655,1
7,16,18,2,3,0,0,0,2,0,1,2,11,0,3,-14.111,0
16,7,35,3,2,0,0,2,0,1,0,11,2,3,0,14.111,1
20,13,52,3,2,0,0,0,2,1,1,9,5,2,0,5.67,0
13,20,32,2,3,0,0,2,0,1,1,5,9,0,2,-5.67,1
19,25,37,2,3,0,0,1,1,1,1,6,8,0,1,-2.923,0
25,19,57,3,2,0,0,1,1,1,1,8,6,1,0,2.923,1
17,6,47,1,2,0,0,1,1,1,0,9,3,1,0,11.207,0
5,17,8,2,1,0,0,1,1,0,1,3,9,0,1,-11.207,1
5,15,13,0,3,0,0,0,2,0,1,1,11,0,4,-13.993,0
15,5,21,3,0,0,0,2,0,1,0,11,1,4,0,13.993,1
0,14,0,1,3,0,0,1,1,0,1,1,11,0,3,-13.713,0
14,0,35,3,1,0,0,1,1,1,0,11,1,3,0,13.713,1
23,5,59,3,0,0,0,2,0,1,0,10,1,2,0,15.154,0
5,23,17,0,3,0,0,0,2,0,1,1,10,0,2,-15.154,1
23,19,66,3,5,1,1,1,1,1,3,7,8,2,1,-3.093,0
19,23,51,5,3,1,1,1,1,3,1,8,7,1,2,3.093,1
26,17,71,1,3,0,0,1,1,1,1,10,6,2,0,7.498,0
17,26,38,3,1,0,0,1,1,1,1,6,10,0,2,-7.498,1
19,4,42,2,1,0,0,2,0,0,0,9,1,1,0,15.033,0
4,19,5,1,2,0,0,0,2,0,0,1,9,0,1,-15.033,1
22,3,55,3,0,0,0,1,1,1,0,9,1,1,0,17.33,0
3,22,5,0,3,0,0,1,1,0,1,1,9,0,1,-17.33,1
25,10,43,2,0,0,0,2,0,0,1,11,0,2,0,14.652,0
10,25,14,0,2,0,0,0,2,1,0,0,11,0,2,-14.652,1
19,5,52,4,0,0,0,2,0,1,0,10,3,2,0,11.252,0
5,19,11,0,4,0,0,0,2,0,1,3,10,0,2,-11.252,1
8,20,22,0,4,0,0,0,2,0,1,1,9,0,2,-11.819,0
20,8,44,4,0,0,0,2,0,1,0,9,1,2,0,11.819,1
17,6,31,2,2,0,0,0,2,2,0,11,1,2,0,13.394,0
6,17,18,2,2,0,0,2,0,0,2,1,11,0,2,-13.394,1
19,24,39,3,2,0,0,2,0,0,3,3,10,0,2,-6.098,0
24,20,54,2,3,0,0,0,2,3,0,10,3,2,0,6.098,1
24,11,58,3,1,0,0,2,0,2,0,11,1,4,0,13.477,0
11,24,29,1,3,0,0,0,2,0,2,1,11,0,4,-13.477,1
26,18,45,4,2,0,0,2,0,1,1,9,3,1,0,10.318,0
18,26,33,2,4,0,0,0,2,1,1,3,9,0,1,-10.318,1
11,29,18,3,1,0,0,0,2,0,1,1,9,0,1,-13.072,0
29,11,84,1,3,0,0,2,0,1,0,9,1,1,0,13.072,1
22,23,59,2,4,0,0,2,0,1,0,9,7,2,1,-0.392,0
23,22,56,4,2,0,0,0,2,0,1,7,9,1,2,0.392,1
21,12,58,4,1,0,0,2,0,1,0,8,3,1,0,8.479,0
12,21,18,1,4,0,0,0,2,0,1,3,8,0,1,-8.479,1
7,19,14,1,3,0,0,1,1,0,1,4,10,0,2,-8.438,0
19,7,40,3,1,0,0,1,1,1,0,10,4,2,0,8.438,1
13,4,29,2,0,0,0,2,0,1,0,9,2,1,0,7.822,0
4,13,9,0,2,0,0,0,2,0,1,2,9,0,1,-7.822,1
8,17,18,1,3,0,0,2,0,0,1,1,10,0,2,-10.69,0
17,8,40,3,1,0,0,0,2,1,0,10,1,2,0,10.69,1
17,3,38,3,1,0,0,2,0,1,0,8,1,1,0,13.292,0
3,17,8,1,3,0,0,0,2,0,1,1,8,0,1,-13.292,1
22,4,51,1,1,0,0,2,0,1,0,10,2,2,0,16.072,0
4,22,9,1,1,0,0,0,2,0,1,2,10,0,2,-16.072,1
16,5,36,3,1,0,0,0,2,1,0,10,4,2,0,10.487,0
5,16,9,1,3,0,0,2,0,0,1,4,10,0,2,-10.487,1
8,23,15,0,4,0,0,1,1,0,1,3,10,0,2,-11.967,0
23,9,71,4,0,0,0,1,1,1,0,10,3,2,0,11.967,1
14,5,27,2,3,0,0,2,0,2,0,8,3,2,0,8.662,0
5,14,12,3,2,0,0,0,2,0,2,3,8,0,2,-8.662,1
11,21,23,1,4,0,0,2,0,0,1,2,10,0,1,-9.386,0
21,13,50,4,1,0,0,0,2,1,0,10,2,1,0,9.386,1
9,15,15,1,3,0,0,2,0,0,2,6,11,1,4,-3.332,0
