firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,opp_killsat10,opp_assistsat10,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,opp_killsat15,opp_assistsat15,side
1,1,0,1,0,0,0,0,6,-7.07,-17.18,-36,1,2,0,0,-16.81,-23.06,-40,2,4,1,0,1
0,1,1,1,1,1,1,10,5,20.87,11.96,3,6,9,2,0,50.86,0.28,1,7,10,3,2,0
1,0,0,0,0,0,0,5,10,-20.87,-11.96,-3,2,0,6,9,-50.86,-0.28,-1,3,2,7,10,1
0,0,0,0,0,0,0,4,4,-10.15,-10.94,5,0,0,2,4,-36.13,-9.61,28,0,0,5,12,0
1,1,1,1,1,1,1,4,4,10.15,10.94,-5,2,4,0,0,36.13,9.61,-28,5,12,0,0,1
0,1,1,1,1,0,1,6,4,5.39,-0.93,46,0,0,1,2,18.17,8.7,48,7,12,6,9,0
1,0,0,0,0,1,0,4,6,-5.39,0.93,-46,1,2,0,0,-18.17,-8.7,-48,6,9,7,12,1
0,0,0,0,0,0,0,3,7,-16.45,-3.07,9,0,0,4,10,-35.88,-8.6,-1,2,3,9,18,0
1,1,1,1,1,1,1,7,3,16.45,3.07,-9,4,10,0,0,35.88,8.6,1,9,18,2,3,1
0,1,0,1,1,0,0,1,4,-18.87,-5.76,10,0,0,3,4,-16.72,-3.91,-3,3,5,5,8,0
1,0,1,0,0,1,1,4,1,18.87,5.76,-10,3,4,0,0,16.72,3.91,3,5,8,3,5,1
1,0,0,0,0,0,0,1,14,-30.54,-14.25,-21,1,0,5,7,-85.86,-29.53,-34,2,2,10,14,0
0,1,1,1,1,1,1,14,1,30.54,14.25,21,5,7,1,0,85.86,29.53,34,10,14,2,2,1
1,0,1,1,1,1,1,9,2,21.63,3.07,-21,5,3,1,1,50,3.73,-14,6,4,2,1,0
0,1,0,0,0,0,0,2,9,-21.63,-3.07,21,1,1,5,3,-50,-3.73,14,2,1,6,4,1
1,0,1,1,0,1,1,7,6,-10.28,-10.1,-38,5,7,5,9,-19.98,-16.82,-33,7,9,7,12,0
0,1,0,0,1,0,0,6,7,10.28,10.1,38,5,9,5,7,19.98,16.82,33,7,12,7,9,1
0,0,0,1,0,0,0,1,11,-20.22,-19.11,-34,2,4,3,1,-44.33,-36.02,-50,3,5,5,3,0
1,1,1,0,1,1,1,11,1,20.22,19.11,34,3,1,2,4,44.33,36.02,50,5,3,3,5,1
1,1,1,0,1,1,0,3,5,2.64,-4.17,-4,3,9,1,1,-5.74,-23.91,-38,3,9,1,1,0
0,0,0,1,0,0,1,5,3,-2.64,4.17,4,1,1,3,9,5.74,23.91,38,1,1,3,9,1
0,0,0,0,0,0,0,0,3,0.99,4.53,10,1,3,1,3,-23.89,-17.69,-22,1,3,3,8,0
1,1,1,1,1,1,1,3,0,-0.99,-4.53,-10,1,3,1,3,23.89,17.69,22,3,8,1,3,1
0,1,1,1,1,1,1,10,0,24.27,21.08,66,0,0,0,0,46.2,27.92,88,0,0,0,0,0
1,0,0,0,0,0,0,0,10,-24.27,-21.08,-66,0,0,0,0,-46.2,-27.92,-88,0,0,0,0,1
1,0,1,1,1,1,1,6,3,2.2,1.98,22,0,0,0,0,20.48,14.78,46,1,1,0,0,0
0,1,0,0,0,0,0,3,6,-2.2,-1.98,-22,0,0,0,0,-20.48,-14.78,-46,0,0,1,1,1
0,1,0,1,1,1,1,6,4,-5.82,-0.12,6,1,1,2,1,9.91,13.34,44,2,2,3,2,0
1,0,1,0,0,0,0,4,6,5.82,0.12,-6,2,1,1,1,-9.91,-13.34,-44,3,2,2,2,1
0,0,1,1,1,1,1,8,0,2.54,0.2,15,0,0,1,2,44.1,22.21,31,3,6,1,2,0
1,1,0,0,0,0,0,0,8,-2.54,-0.2,-15,1,2,0,0,-44.1,-22.21,-31,1,2,3,6,1
0,0,1,1,1,1,1,3,1,-2.69,4.58,18,2,1,3,6,-0.17,-5.02,3,2,1,3,6,0
1,1,0,0,0,0,0,1,3,2.69,-4.58,-18,3,6,2,1,0.17,5.02,-3,3,6,2,1,1
1,0,0,0,0,0,0,5,6,-10.87,1.33,-21,6,11,6,9,-15.02,-2.38,-37,8,15,8,11,0
0,1,1,1,1,1,1,6,5,10.87,-1.33,21,6,9,6,11,15.02,2.38,37,8,11,8,15,1
0,0,1,1,1,1,1,5,2,13.85,8.56,19,2,3,1,1,19.89,15.84,39,3,6,4,4,0
1,1,0,0,0,0,0,2,5,-13.85,-8.56,-19,1,1,2,3,-19.89,-15.84,-39,4,4,3,6,1
0,1,1,1,1,1,1,5,1,-4.45,5.96,18,0,0,2,2,15.11,14.13,5,3,3,2,2,0
1,0,0,0,0,0,0,1,5,4.45,-5.96,-18,2,2,0,0,-15.11,-14.13,-5,2,2,3,3,1
0,0,0,0,0,0,0,3,6,-3.86,-3.96,-13,0,0,0,0,-25.05,-22.5,-12,1,1,4,3,0
1,1,1,1,1,1,1,6,3,3.86,3.96,13,0,0,0,0,25.05,22.5,12,4,3,1,1,1
1,1,0,1,0,0,0,5,4,5.88,2.05,7,2,3,0,0,5.21,6.88,22,4,10,3,8,0
0,0,1,0,1,1,1,4,5,-5.88,-2.05,-7,0,0,2,3,-5.21,-6.88,-22,3,8,4,10,1
0,0,0,0,1,0,0,3,3,-1.34,-2.77,6,1,2,2,2,-24.36,-18.48,10,1,2,7,10,0
1,1,1,1,0,1,1,3,3,1.34,2.77,-6,2,2,1,2,24.36,18.48,-10,7,10,1,2,1
1,1,1,1,1,1,1,6,2,18.58,12.25,46,1,1,0,0,37.17,19.88,63,3,4,1,1,0
0,0,0,0,0,0,0,2,6,-18.58,-12.25,-46,0,0,1,1,-37.17,-19.88,-63,1,1,3,4,1
0,0,0,0,0,1,0,2,5,-5.65,-0.37,-13,0,0,0,0,-30.74,-11.96,-26,1,1,3,5,0
1,1,1,1,1,0,1,5,2,5.65,0.37,13,0,0,0,0,30.74,11.96,26,3,5,1,1,1
0,0,0,1,0,0,0,1,8,-18.19,-13.42,-29,0,0,1,1,-24.94,14.53,-11,1,1,1,1,0
1,1,1,0,1,1,1,8,1,18.19,13.42,29,1,1,0,0,24.94,-14.53,11,1,1,1,1,1
0,1,1,1,1,1,1,8,2,10.35,11.29,19,2,2,2,2,16.1,-1.93,18,3,3,5,7,0
1,0,0,0,0,0,0,2,8,-10.35,-11.29,-19,2,2,2,2,-16.1,1.93,-18,5,7,3,3,1
0,1,1,1,1,0,1,9,3,10.55,18.52,31,3,2,2,3,26.69,33.01,39,3,2,2,3,0
1,0,0,0,0,1,0,3,9,-10.55,-18.52,-31,2,3,3,2,-26.69,-33.01,-39,2,3,3,2,1
1,0,1,1,1,1,1,8,5,13.51,9.81,10,3,4,2,6,12.88,-12.09,-26,3,4,3,7,0
0,1,0,0,0,0,0,5,8,-13.51,-9.81,-10,2,6,3,4,-12.88,12.09,26,3,7,3,4,1
0,1,0,1,1,1,1,9,7,10.14,4.38,25,2,4,1,2,45.33,24.78,52,8,18,3,5,0
1,0,1,0,0,0,0,7,9,-10.14,-4.38,-25,1,2,2,4,-45.33,-24.78,-52,3,5,8,18,1
0,0,1,1,1,1,1,6,3,-1.16,-7.52,2,1,2,3,6,9.17,1.77,18,4,7,6,11,0
1,1,0,0,0,0,0,3,6,1.16,7.52,-2,3,6,1,2,-9.17,-1.77,-18,6,11,4,7,1
0,1,0,1,1,0,1,6,2,36.06,35.56,62,6,7,1,1,35.67,22.13,80,9,12,4,8,0
1,0,1,0,0,1,0,2,6,-36.06,-35.56,-62,1,1,6,7,-35.67,-22.13,-80,4,8,9,12,1
1,0,0,0,0,0,0,2,2,-21.09,-20.13,-10,1,2,3,7,-19.3,-19.97,-18,2,4,4,9,0
0,1,1,1,1,1,1,2,2,21.09,20.13,10,3,7,1,2,19.3,19.97,18,4,9,2,4,1
0,0,0,0,0,0,0,3,5,0.22,5.9,47,0,0,2,6,-15.73,-9.06,18,2,6,5,11,0
1,1,1,1,1,1,1,5,3,-0.22,-5.9,-47,2,6,0,0,15.73,9.06,-18,5,11,2,6,1
1,1,0,0,1,1,1,3,3,4.56,5.58,-9,2,3,1,2,2.03,8.1,-13,3,5,1,2,0
0,0,1,1,0,0,0,3,3,-4.56,-5.58,9,1,2,2,3,-2.03,-8.1,13,1,2,3,5,1
1,1,0,0,0,0,0,2,3,-6.87,-11.1,-27,1,2,2,1,-0.12,-1.58,-9,2,4,2,1,0
0,0,1,1,1,1,1,3,2,6.87,11.1,27,2,1,1,2,0.12,1.58,9,2,1,2,4,1
0,0,0,0,0,0,0,0,5,-22.74,-10.03,-14,4,7,7,9,-55.47,-38.06,-39,4,7,11,15,0
1,1,1,1,1,1,1,5,0,22.74,10.03,14,7,9,4,7,55.47,38.06,39,11,15,4,7,1
1,1,1,1,1,1,1,6,0,19.43,10.95,31,2,3,0,0,54.12,29.4,65,4,7,0,0,0
0,0,0,0,0,0,0,0,6,-19.43,-10.95,-31,0,0,2,3,-54.12,-29.4,-65,0,0,4,7,1
0,1,0,1,1,1,1,6,4,10.01,1.11,23,1,1,1,1,36.26,24.85,49,4,6,3,7,0
1,0,1,0,0,0,0,4,6,-10.01,-1.11,-23,1,1,1,1,-36.26,-24.85,-49,3,7,4,6,1
0,0,1,0,0,0,0,1,9,-10.41,-1.53,-41,0,0,0,0,-27.13,-6.03,-61,1,2,1,3,0
1,1,0,1,1,1,1,9,1,10.41,1.53,41,0,0,0,0,27.13,6.03,61,1,3,1,2,1
0,0,1,1,0,1,1,7,3,6.65,8.99,17,4,3,3,3,2.4,-3.72,12,4,3,5,6,0
1,1,0,0,1,0,0,3,7,-6.65,-8.99,-17,3,3,4,3,-2.4,3.72,-12,5,6,4,3,1
0,0,1,0,0,0,0,4,3,-4.58,-4.02,-6,1,1,2,2,-12.03,-13.12,-26,3,2,5,6,0
1,1,0,1,1,1,1,3,4,4.58,4.02,6,2,2,1,1,12.03,13.12,26,5,6,3,2,1
1,1,0,1,1,1,1,8,2,30.83,13.53,27,6,18,2,4,45.61,25.85,48,10,22,6,8,0
0,0,1,0,0,0,0,2,8,-30.83,-13.53,-27,2,4,6,18,-45.61,-25.85,-48,6,8,10,22,1
1,1,1,1,0,1,1,5,6,-3.38,-3.82,6,3,3,3,2,-11.39,-10.37,3,3,3,4,4,0
0,0,0,0,1,0,0,6,5,3.38,3.82,-6,3,2,3,3,11.39,10.37,-3,4,4,3,3,1
0,0,0,0,1,1,1,8,6,9.84,13.65,14,2,2,1,1,27.15,19.83,15,5,8,3,4,0
1,1,1,1,0,0,0,6,8,-9.84,-13.65,-14,1,1,2,2,-27.15,-19.83,-15,3,4,5,8,1
0,1,0,0,0,0,0,3,8,-26.31,-15.67,-53,4,7,9,9,-32.31,-15.77,-77,9,16,12,15,0
1,0,1,1,1,1,1,8,3,26.31,15.67,53,9,9,4,7,32.31,15.77,77,12,15,9,16,1
0,1,1,1,1,0,1,3,0,5.96,2.61,11,0,0,0,0,4.88,-1.59,-4,1,3,1,3,0
1,0,0,0,0,1,0,0,3,-5.96,-2.61,-11,0,0,0,0,-4.88,1.59,4,1,3,1,3,1
0,1,0,1,1,1,1,5,3,-4.25,1.68,-1,1,0,3,3,2.98,0,-23,4,5,5,5,0
1,0,1,0,0,0,0,3,5,4.25,-1.68,1,3,3,1,0,-2.98,0,23,5,5,4,5,1
0,1,0,0,1,1,0,2,5,-9.56,4.42,24,0,0,1,2,-6.68,-2.34,23,3,6,4,7,0
1,0,1,1,0,0,1,5,2,9.56,-4.42,-24,1,2,0,0,6.68,2.34,-23,4,7,3,6,1
1,1,1,1,1,1,1,8,2,9.12,4.56,36,1,2,1,2,15.33,3.64,46,1,2,2,4,0
0,0,0,0,0,0,0,2,8,-9.12,-4.56,-36,1,2,1,2,-15.33,-3.64,-46,2,4,1,2,1
0,1,0,0,1,0,1,6,3,-6.92,5.1,21,1,0,5,5,17.84,20.07,48,3,4,5,5,0
1,0,1,1,0,1,0,3,6,6.92,-5.1,-21,5,5,1,0,-17.84,-20.07,-48,5,5,3,4,1
1,1,1,1,0,1,1,7,2,5.47,1.11,0,3,2,3,3,25.09,16.52,-5,6,6,3,3,0
0,0,0,0,1,0,0,2,7,-5.47,-1.11,0,3,3,3,2,-25.09,-16.52,5,3,3,6,6,1
0,0,0,0,0,0,0,5,10,-32.22,-7.98,21,4,7,7,16,-58.54,-24.43,9,5,8,10,19,0
1,1,1,1,1,1,1,10,5,32.22,7.98,-21,7,16,4,7,58.54,24.43,-9,10,19,5,8,1
1,0,1,1,1,1,1,7,4,17.46,16.77,23,6,6,4,7,7.81,-13.94,12,8,8,10,16,0
0,1,0,0,0,0,0,4,7,-17.46,-16.77,-23,4,7,6,6,-7.81,13.94,-12,10,16,8,8,1
1,0,1,0,0,0,0,4,7,-26.12,-4.83,-34,1,1,5,6,-45.91,-22.52,-55,2,3,7,7,0
0,1,0,1,1,1,1,7,4,26.12,4.83,34,5,6,1,1,45.91,22.52,55,7,7,2,3,1
0,0,0,0,0,0,0,4,11,-22.13,-6.18,8,1,2,5,8,-42.95,-13.79,-38,4,5,7,10,0
1,1,1,1,1,1,1,11,4,22.13,6.18,-8,5,8,1,2,42.95,13.79,38,7,10,4,5,1
0,0,0,0,0,0,0,1,7,-18,-6.53,-28,0,0,1,1,-34.99,-4.97,-36,0,0,1,1,0
1,1,1,1,1,1,1,7,1,18,6.53,28,1,1,0,0,34.99,4.97,36,1,1,0,0,1
1,1,0,1,1,1,1,8,3,31.53,25.35,70,3,3,1,0,53.18,37.23,104,7,7,3,3,0
0,0,1,0,0,0,0,3,8,-31.53,-25.35,-70,1,0,3,3,-53.18,-37.23,-104,3,3,7,7,1
1,1,0,1,0,1,1,6,5,2.06,5.89,19,2,2,3,2,9.8,9.82,21,5,8,3,2,0
0,0,1,0,1,0,0,5,6,-2.06,-5.89,-19,3,2,2,2,-9.8,-9.82,-21,3,2,5,8,1
1,0,1,1,1,0,0,7,2,11.38,-4.84,-2,4,6,4,7,30.64,0.51,-17,7,13,5,8,0
0,1,0,0,0,1,1,2,7,-11.38,4.84,2,4,7,4,6,-30.64,-0.51,17,5,8,7,13,1
1,0,1,0,1,0,0,3,0,7.55,2.64,-22,2,2,0,0,23.99,12.96,-7,4,5,0,0,0
0,1,0,1,0,1,1,0,3,-7.55,-2.64,22,0,0,2,2,-23.99,-12.96,7,0,0,4,5,1
1,1,0,1,0,1,1,4,4,9.37,4.25,12,1,2,0,0,5.32,1.96,-5,2,4,1,2,0
0,0,1,0,1,0,0,4,4,-9.37,-4.25,-12,0,0,1,2,-5.32,-1.96,5,1,2,2,4,1
0,0,0,0,0,0,0,1,15,-44.63,-21.25,-37,2,5,9,10,-109.69,-45.68,-46,2,5,14,18,0
1,1,1,0,1,1,1,15,1,44.63,21.25,37,9,10,2,5,109.69,45.68,46,14,18,2,5,1
1,1,1,0,1,1,1,8,2,28.09,19.28,18,5,11,1,3,69.45,30.23,14,9,19,1,3,0
0,0,0,1,0,0,0,2,8,-28.09,-19.28,-18,1,3,5,11,-69.45,-30.23,-14,1,3,9,19,1
1,0,1,0,1,0,0,4,2,9.34,0.08,-40,3,5,1,0,1.13,-5.07,-55,3,5,2,3,0
0,1,0,1,0,1,1,2,4,-9.34,-0.08,40,1,0,3,5,-1.13,5.07,55,2,3,3,5,1
1,0,0,0,0,0,0,0,11,-22.63,-17.56,-66,0,0,0,0,-70.38,-35.89,-92,1,2,4,7,0
0,1,1,1,1,1,1,11,0,22.63,17.56,66,0,0,0,0,70.38,35.89,92,4,7,1,2,1
0,0,1,0,0,0,0,2,2,-1.9,-2.5,-26,0,0,0,0,-10.94,-15.14,-57,1,3,1,1,0
1,1,0,1,1,1,1,2,2,1.9,2.5,26,0,0,0,0,10.94,15.14,57,1,1,1,3,1
1,0,0,0,0,1,1,4,6,4.75,5.32,-24,1,4,0,0,-3.35,2.45,-22,2,5,1,2,0
0,1,1,1,1,0,0,6,4,-4.75,-5.32,24,0,0,1,4,3.35,-2.45,22,1,2,2,5,1
1,1,0,1,1,1,1,2,0,9.75,9.09,-5,2,3,0,0,11.58,11.34,-11,3,5,0,0,0
0,0,1,0,0,0,0,0,2,-9.75,-9.09,5,0,0,2,3,-11.58,-11.34,11,0,0,3,5,1
1,0,1,0,1,1,1,5,2,-2.21,-1.63,-5,1,3,2,4,6.76,6.43,17,1,3,2,4,0
0,1,0,1,0,0,0,2,5,2.21,1.63,5,2,4,1,3,-6.76,-6.43,-17,2,4,1,3,1
0,1,0,0,0,0,0,1,3,3.22,4.83,29,0,0,0,0,-19.81,-14.13,-10,0,0,2,2,0
1,0,1,1,1,1,1,3,1,-3.22,-4.83,-29,0,0,0,0,19.81,14.13,10,2,2,0,0,1
0,0,0,0,0,0,0,1,4,-1.25,-0.76,4,1,1,1,0,-23.06,-16.6,-17,1,1,3,3,0
1,1,1,1,1,1,1,4,1,1.25,0.76,-4,1,0,1,1,23.06,16.6,17,3,3,1,1,1
0,1,1,1,1,1,1,6,3,3.55,12.6,19,3,6,3,4,8.84,15.36,13,4,7,4,5,0
1,0,0,0,0,0,0,3,6,-3.55,-12.6,-19,3,4,3,6,-8.84,-15.36,-13,4,5,4,7,1
0,1,1,1,1,1,1,6,0,16.7,17.46,4,4,5,1,1,32.37,12.47,-2,6,8,2,2,0
1,0,0,0,0,0,0,0,6,-16.7,-17.46,-4,1,1,4,5,-32.37,-12.47,2,2,2,6,8,1
1,1,1,1,1,1,1,4,1,3.17,5.98,26,1,1,3,3,5.27,8.58,38,2,4,5,8,0
0,0,0,0,0,0,0,1,4,-3.17,-5.98,-26,3,3,1,1,-5.27,-8.58,-38,5,8,2,4,1
1,0,0,1,0,0,1,2,2,16.65,9.22,17,3,3,0,0,21.59,15.72,27,4,5,0,0,0
0,1,1,0,1,1,0,2,2,-16.65,-9.22,-17,0,0,3,3,-21.59,-15.72,-27,0,0,4,5,1
0,0,0,0,0,0,0,2,6,-14.32,-0.54,-1,0,0,1,2,-27.43,1.56,9,0,0,2,3,0
1,1,1,1,1,1,1,6,2,14.32,0.54,1,1,2,0,0,27.43,-1.56,-9,2,3,0,0,1
0,0,0,0,0,0,0,0,11,-19.95,-17.87,-51,0,0,1,1,-45.06,-18.23,-60,1,2,3,4,0
1,1,1,1,1,1,1,11,0,19.95,17.87,51,1,1,0,0,45.06,18.23,60,3,4,1,2,1
0,0,1,0,0,1,1,2,3,-4.43,-8.62,-22,1,1,1,1,6.1,-5.82,-10,1,1,1,1,0
1,1,0,1,1,0,0,3,2,4.43,8.62,22,1,1,1,1,-6.1,5.82,10,1,1,1,1,1
1,0,1,0,0,0,0,2,7,-15.74,-9.14,-37,1,1,2,1,-19,-13.45,-61,1,1,2,1,0
0,1,0,1,1,1,1,7,2,15.74,9.14,37,2,1,1,1,19,13.45,61,2,1,1,1,1
0,0,0,0,0,0,0,2,9,7.35,2.73,-20,4,11,1,1,-1.48,11.42,-17,8,21,3,3,0
1,1,1,1,1,1,1,9,2,-7.35,-2.73,20,1,1,4,11,1.48,-11.42,17,3,3,8,21,1
1,0,1,0,1,1,1,2,2,7.9,8.64,-2,2,3,0,0,6.48,1.16,-19,2,3,0,0,0
0,1,0,1,0,0,0,2,2,-7.9,-8.64,2,0,0,2,3,-6.48,-1.16,19,0,0,2,3,1
1,0,1,1,1,1,1,7,2,15.45,11.9,15,1,3,0,0,42.24,32.24,40,3,5,0,0,0
0,1,0,0,0,0,0,2,7,-15.45,-11.9,-15,0,0,1,3,-42.24,-32.24,-40,0,0,3,5,1
0,1,0,0,0,0,0,3,5,-8.06,-0.98,18,1,1,3,4,-22.53,-1.53,23,1,1,5,6,0
1,0,1,1,1,1,1,5,3,8.06,0.98,-18,3,4,1,1,22.53,1.53,-23,5,6,1,1,1
0,1,0,0,0,0,0,2,4,-7.48,-4.31,-1,0,0,0,0,-27.97,-15.66,-5,0,0,3,7,0
1,0,1,1,1,1,1,4,2,7.48,4.31,1,0,0,0,0,27.97,15.66,5,3,7,0,0,1
1,0,0,0,0,0,0,2,7,-12.76,-7.56,-28,3,3,4,5,-52.59,-14.45,-49,3,3,5,7,0
0,1,1,1,1,1,1,7,2,12.76,7.56,28,4,5,3,3,52.59,14.45,49,5,7,3,3,1
1,0,1,1,1,1,1,6,3,18.99,11.62,28,1,1,0,0,23.29,-1.66,18,1,1,1,2,0
0,1,0,0,0,0,0,3,6,-18.99,-11.62,-28,0,0,1,1,-23.29,1.66,-18,1,2,1,1,1
0,1,0,1,1,1,1,4,2,-12.85,-6.63,35,0,0,3,10,4.24,18.1,91,1,0,3,10,0
1,0,1,0,0,0,0,2,4,12.85,6.63,-35,3,10,0,0,-4.24,-18.1,-91,3,10,1,0,1
1,1,1,1,0,1,1,5,1,11.01,6.42,-2,2,2,0,0,14.06,10.63,-16,3,2,0,0,0
0,0,0,0,1,0,0,1,5,-11.01,-6.42,2,0,0,2,2,-14.06,-10.63,16,0,0,3,2,1
1,1,1,1,1,1,1,6,2,17.1,12.84,31,1,1,0,0,19.59,-12.95,13,1,1,2,1,0
0,0,0,0,0,0,0,2,6,-17.1,-12.84,-31,0,0,1,1,-19.59,12.95,-13,2,1,1,1,1
1,1,1,1,0,0,1,5,3,9.23,8.09,15,2,4,1,2,17.33,12.69,7,4,7,2,4,0
0,0,0,0,1,1,0,3,5,-9.23,-8.09,-15,1,2,2,4,-17.33,-12.69,-7,2,4,4,7,1
0,0,1,0,0,0,0,3,5,-10.88,4.75,3,0,0,2,4,-25.39,-11.78,-47,2,3,4,7,0
1,1,0,1,1,1,1,5,3,10.88,-4.75,-3,2,4,0,0,25.39,11.78,47,4,7,2,3,1
0,0,1,1,1,1,1,10,1,19.5,18.63,38,4,8,1,1,34.84,19.71,46,5,9,3,4,0
1,1,0,0,0,0,0,1,10,-19.5,-18.63,-38,1,1,4,8,-34.84,-19.71,-46,3,4,5,9,1
1,1,1,1,1,1,1,6,0,18.17,15.81,6,1,1,0,0,28.47,7.21,-4,1,1,0,0,0
0,0,0,0,0,0,0,0,6,-18.17,-15.81,-6,0,0,1,1,-28.47,-7.21,4,0,0,1,1,1
0,1,0,0,0,0,0,2,8,-15.42,2.64,-25,0,0,2,4,-47.87,-14.24,-59,1,2,4,7,0
1,0,1,1,1,1,1,8,2,15.42,-2.64,25,2,4,0,0,47.87,14.24,59,4,7,1,2,1
1,1,1,1,1,1,1,5,0,13.62,8.38,14,2,3,1,2,28.55,9.7,26,3,5,1,2,0
0,0,0,0,0,0,0,0,5,-13.62,-8.38,-14,1,2,2,3,-28.55,-9.7,-26,1,2,3,5,1
1,0,1,0,0,0,0,3,9,-7.68,-7.83,-65,2,2,2,2,-28.53,-19.86,-100,5,9,5,11,0
0,1,0,1,1,1,1,9,3,7.68,7.83,65,2,2,2,2,28.53,19.86,100,5,11,5,9,1
1,0,0,0,0,0,0,0,6,-10.43,-3.21,-16,1,1,3,4,-37.61,-14.19,-50,2,2,5,8,0
0,1,1,1,1,1,1,6,0,10.43,3.21,16,3,4,1,1,37.61,14.19,50,5,8,2,2,1
0,1,0,0,1,0,0,2,5,-14.45,-9.78,-33,0,0,2,3,-6.72,-3.95,-37,2,5,2,3,0
1,0,1,1,0,1,1,5,2,14.45,9.78,33,2,3,0,0,6.72,3.95,37,2,3,2,5,1
1,1,1,1,1,1,1,4,4,7.76,5.34,-16,2,1,0,0,3.54,4.33,-27,3,1,2,3,0
0,0,0,0,0,0,0,4,4,-7.76,-5.34,16,0,0,2,1,-3.54,-4.33,27,2,3,3,1,1
1,0,1,1,1,1,1,8,1,10.22,4.04,25,2,2,1,2,39.62,27.6,26,8,22,4,10,0
0,1,0,0,0,0,0,1,8,-10.22,-4.04,-25,1,2,2,2,-39.62,-27.6,-26,4,10,8,22,1
1,0,0,0,0,1,0,1,3,-5.92,-8.86,-10,1,1,2,5,-7.88,-2.54,-7,2,2,3,7,0
0,1,1,1,1,0,1,3,1,5.92,8.86,10,2,5,1,1,7.88,2.54,7,3,7,2,2,1
1,1,0,1,1,1,1,5,2,22.88,10.26,14,4,9,0,0,43.68,26.89,29,5,11,0,0,0
0,0,1,0,0,0,0,2,5,-22.88,-10.26,-14,0,0,4,9,-43.68,-26.89,-29,0,0,5,11,1
1,0,0,0,0,0,0,0,7,-16.99,-20.91,-40,3,4,3,5,-36.38,-17.68,-47,6,6,7,7,0
0,1,1,1,1,1,1,7,0,16.99,20.91,40,3,5,3,4,36.38,17.68,47,7,7,6,6,1
1,0,1,0,0,0,0,2,3,-7.85,-5.45,-25,0,0,0,0,-1.87,-5.85,-34,1,2,0,0,0
0,1,0,1,1,1,1,3,2,7.85,5.45,25,0,0,0,0,1.87,5.85,34,0,0,1,2,1
0,0,1,0,0,1,0,6,5,0.16,5.2,-4,1,1,1,1,-21.19,-8.23,-15,4,6,5,10,0
1,1,0,1,1,0,1,5,6,-0.16,-5.2,4,1,1,1,1,21.19,8.23,15,5,10,4,6,1
1,1,1,1,0,0,1,3,6,13.15,-1.27,11,1,3,0,0,20.65,9.58,17,3,10,1,4,0
0,0,0,0,1,1,0,6,3,-13.15,1.27,-11,0,0,1,3,-20.65,-9.58,-17,1,4,3,10,1
0,0,1,1,0,1,1,1,2,2.43,11.68,20,1,3,2,5,-7.63,4.87,16,2,4,6,16,0
1,1,0,0,1,0,0,2,1,-2.43,-11.68,-20,2,5,1,3,7.63,-4.87,-16,6,16,2,4,1
1,1,0,1,1,0,1,6,5,12.48,-4.3,-6,2,2,1,1,15.6,-0.36,-16,5,9,2,3,0
0,0,1,0,0,1,0,5,6,-12.48,4.3,6,1,1,2,2,-15.6,0.36,16,2,3,5,9,1
0,0,1,0,0,0,0,0,0,5.82,-2.39,8,0,0,0,0,-32.33,-25.47,2,1,3,9,19,0
1,1,0,1,1,1,1,0,0,-5.82,2.39,-8,0,0,0,0,32.33,25.47,-2,9,19,1,3,1
1,0,1,1,1,1,1,6,2,11.16,1.61,-11,1,1,0,0,24.94,8.21,-14,4,8,1,1,0
0,1,0,0,0,0,0,2,6,-11.16,-1.61,11,0,0,1,1,-24.94,-8.21,14,1,1,4,8,1
0,1,0,0,0,0,0,1,3,-0.98,1.37,3,0,0,0,0,-6.98,-8.86,8,0,0,1,2,0
1,0,1,1,1,1,1,3,1,0.98,-1.37,-3,0,0,0,0,6.98,8.86,-8,1,2,0,0,1
0,0,1,0,1,0,1,6,8,-26.08,-8.27,-25,1,3,4,8,-16.1,-5.23,-36,2,5,5,10,0
1,1,0,1,0,1,0,8,6,26.08,8.27,25,4,8,1,3,16.1,5.23,36,5,10,2,5,1
0,1,1,0,0,0,0,4,1,-3.78,5.29,-11,1,1,2,4,-0.52,7.52,-10,2,3,3,5,0
1,0,0,1,1,1,1,1,4,3.78,-5.29,11,2,4,1,1,0.52,-7.52,10,3,5,2,3,1
1,1,0,0,1,1,1,3,4,11.73,-0.93,2,2,4,0,0,16.96,6.85,10,3,6,0,0,0
0,0,1,1,0,0,0,4,3,-11.73,0.93,-2,0,0,2,4,-16.96,-6.85,-10,0,0,3,6,1
0,1,1,0,1,1,1,8,0,31.47,9.57,44,4,6,1,2,57.25,25.97,63,5,10,1,2,0
1,0,0,1,0,0,0,0,8,-31.47,-9.57,-44,1,2,4,6,-57.25,-25.97,-63,1,2,5,10,1
1,1,0,0,1,1,1,3,5,20.98,13.16,23,3,5,0,0,24.74,34.39,55,6,7,2,3,0
0,0,1,0,0,0,0,5,3,-20.98,-13.16,-23,0,0,3,5,-24.74,-34.39,-55,2,3,6,7,1
0,1,1,1,0,1,1,5,7,1.39,1.34,17,1,0,1,2,-1.53,-1.47,-13,3,3,3,5,0
